SCD page,TelefonicaConfiguration,SCD,Capacity Model,12W/20W,Sectors,Indoor/Outdoor,2G/3G/4G Cabinet Type,Double cabinet,Lancaster/York cabinet upgrade,BB units in York/Lancaster cab,G9 end type,L800 end type,L1800 end type,2100 existing,LTE DUS to BB UG,Concatenation,Telefonica Configuration,Comments
61,B1 to B3 Upgrade - Indoor 12W Low - 3 Sector,Beacon 1 to Beacon 3 Upgrades,Low,12W,3,Indoor,Indoor DC RBS 6201,No,No,No,Macro,ERS to ERS,N/A,N/A,Yes,Beacon 1 to Beacon 3 Upgrades Low 12W 3 Indoor Indoor DC RBS 6201 No No No Macro ERS to ERS N/A N/A Yes,B1 to B3 Upgrade - Indoor 12W Low - 3 Sector,
61,B1 to B3 Upgrade - Outdoor 12W Low - 3 Sector,Beacon 1 to Beacon 3 Upgrades,Low,12W,3,Outdoor,Outdoor AC RBS 6102,No,No,No,Macro,ERS to ERS,N/A,N/A,Yes,Beacon 1 to Beacon 3 Upgrades Low 12W 3 Outdoor Outdoor AC RBS 6102 No No No Macro ERS to ERS N/A N/A Yes,B1 to B3 Upgrade - Outdoor 12W Low - 3 Sector,
62,B1 to B3 Upgrade - Indoor 12W Low - 2 Sector,Beacon 1 to Beacon 3 Upgrades,Low,12W,2,Indoor,Indoor DC RBS 6201,No,No,No,Macro,ERS to ERS,N/A,N/A,No,Beacon 1 to Beacon 3 Upgrades Low 12W 2 Indoor Indoor DC RBS 6201 No No No Macro ERS to ERS N/A N/A No,B1 to B3 Upgrade - Indoor 12W Low - 2 Sector,
62,B1 to B3 Upgrade - Outdoor 12W Low - 2 Sector,Beacon 1 to Beacon 3 Upgrades,Low,12W,2,Outdoor,Outdoor AC RBS 6102,No,No,No,Macro,ERS to ERS,N/A,N/A,No,Beacon 1 to Beacon 3 Upgrades Low 12W 2 Outdoor Outdoor AC RBS 6102 No No No Macro ERS to ERS N/A N/A No,B1 to B3 Upgrade - Outdoor 12W Low - 2 Sector,
63,B1 to B3 Upgrade - Outdoor 20W L2100 RUS UU21 - 3 Sector,Beacon 1 to Beacon 3 Upgrades,UU21,N/A,3,Outdoor,Outdoor AC RBS 6102,No,No,No,N/A,N/A,N/A,Macro,No,Beacon 1 to Beacon 3 Upgrades UU21 N/A 3 Outdoor Outdoor AC RBS 6102 No No No N/A N/A N/A Macro No,B1 to B3 Upgrade - Outdoor 20W L2100 RUS UU21 - 3 Sector,
64,B1 to B3 Upgrade - Outdoor 20W L2100 RUS UU21 SF - 3 Sector,Beacon 1 to Beacon 3 Upgrades,UU21,N/A,3,Outdoor,DC RBS6202,No,No,No,N/A,N/A,N/A,Macro,No,Beacon 1 to Beacon 3 Upgrades UU21 N/A 3 Outdoor DC RBS6202 No No No N/A N/A N/A Macro No,B1 to B3 Upgrade - Outdoor 20W L2100 RUS UU21 SF - 3 Sector,
67,B1 to B3 Upgrade - Outdoor 20W RBSERS Small SF - 3 Sector (York),Beacon 1 to Beacon 3 Upgrades,Small,20W,3,Outdoor,Outdoor York/Shire,Yes,6102 to York,No,ERS,Macro to ERS,N/A,Macro,Yes,Beacon 1 to Beacon 3 Upgrades Small 20W 3 Outdoor Outdoor York/Shire Yes 6102 to York No ERS Macro to ERS N/A Macro Yes,B1 to B3 Upgrade - Outdoor 20W RBSERS Small SF - 3 Sector (York),
67,B1 to B3 Upgrade - Outdoor 20W RBSERS L18 Small SF - 3 Sector (York),Beacon 1 to Beacon 3 Upgrades,Small,20W,3,Outdoor,Outdoor York/Shire,Yes,6102 to York,No,ERS,Macro to ERS,Radio 4480,Macro,Yes,Beacon 1 to Beacon 3 Upgrades Small 20W 3 Outdoor Outdoor York/Shire Yes 6102 to York No ERS Macro to ERS Radio 4480 Macro Yes,B1 to B3 Upgrade - Outdoor 20W RBSERS L18 Small SF - 3 Sector (York),
Beacon 2 to Beacon 3 Upgrades,,,,,,,,,,,,,,,,,,
19,B2 to B3 Upgrade - Indoor 20W High - 3 Sector,Beacon 2 to Beacon 3 Upgrades,High,20W,3,Indoor,Indoor DC RBS 6201,Yes,No,No,Macro,ERS to ERS,RUS 02,ERS,No,Beacon 2 to Beacon 3 Upgrades High 20W 3 Indoor Indoor DC RBS 6201 Yes No No Macro ERS to ERS RUS 02 ERS No,B2 to B3 Upgrade - Indoor 20W High - 3 Sector,
19,B2 to B3 Upgrade - Outdoor 20W High - 3 Sector,Beacon 2 to Beacon 3 Upgrades,High,20W,3,Outdoor,Outdoor AC RBS 6102,Yes,No,No,Macro,ERS to ERS,RUS 02,ERS,No,Beacon 2 to Beacon 3 Upgrades High 20W 3 Outdoor Outdoor AC RBS 6102 Yes No No Macro ERS to ERS RUS 02 ERS No,B2 to B3 Upgrade - Outdoor 20W High - 3 Sector,
22,B2 to B3 Upgrade - Indoor 20W High - 2 Sector,Beacon 2 to Beacon 3 Upgrades,High,20W,2,Indoor,Indoor DC RBS 6201,Yes,No,No,Macro,ERS to ERS,RUS 02,ERS,No,Beacon 2 to Beacon 3 Upgrades High 20W 2 Indoor Indoor DC RBS 6201 Yes No No Macro ERS to ERS RUS 02 ERS No,B2 to B3 Upgrade - Indoor 20W High - 2 Sector,
22,B2 to B3 Upgrade - Outdoor 20W High - 2 Sector,Beacon 2 to Beacon 3 Upgrades,High,20W,2,Outdoor,Outdoor AC RBS 6102,Yes,No,No,Macro,ERS to ERS,RUS 02,ERS,No,Beacon 2 to Beacon 3 Upgrades High 20W 2 Outdoor Outdoor AC RBS 6102 Yes No No Macro ERS to ERS RUS 02 ERS No,B2 to B3 Upgrade - Outdoor 20W High - 2 Sector,
23,B2 to B3 Upgrade - Indoor 20W Medium - 3 Sector,Beacon 2 to Beacon 3 Upgrades,Medium,20W,3,Indoor,Indoor DC RBS 6201,Yes,No,No,Macro,ERS to ERS,RUS 01,ERS,No,Beacon 2 to Beacon 3 Upgrades Medium 20W 3 Indoor Indoor DC RBS 6201 Yes No No Macro ERS to ERS RUS 01 ERS No,B2 to B3 Upgrade - Indoor 20W Medium - 3 Sector,
23,B2 to B3 Upgrade - Outdoor 20W Medium - 3 Sector,Beacon 2 to Beacon 3 Upgrades,Medium,20W,3,Outdoor,Outdoor AC RBS 6102,Yes,No,No,Macro,ERS to ERS,RUS 01,ERS,No,Beacon 2 to Beacon 3 Upgrades Medium 20W 3 Outdoor Outdoor AC RBS 6102 Yes No No Macro ERS to ERS RUS 01 ERS No,B2 to B3 Upgrade - Outdoor 20W Medium - 3 Sector,
24,B2 to B3 Upgrade - Indoor 20W Medium - 2 Sector,Beacon 2 to Beacon 3 Upgrades,Medium,20W,2,Indoor,Indoor DC RBS 6201,Yes,No,No,Macro,ERS to ERS,RUS 01,ERS,No,Beacon 2 to Beacon 3 Upgrades Medium 20W 2 Indoor Indoor DC RBS 6201 Yes No No Macro ERS to ERS RUS 01 ERS No,B2 to B3 Upgrade - Indoor 20W Medium - 2 Sector,
24,B2 to B3 Upgrade - Outdoor 20W Medium - 2 Sector,Beacon 2 to Beacon 3 Upgrades,Medium,20W,2,Outdoor,Outdoor AC RBS 6102,Yes,No,No,Macro,ERS to ERS,RUS 01,ERS,No,Beacon 2 to Beacon 3 Upgrades Medium 20W 2 Outdoor Outdoor AC RBS 6102 Yes No No Macro ERS to ERS RUS 01 ERS No,B2 to B3 Upgrade - Outdoor 20W Medium - 2 Sector,
25,B2 to B3 Upgrade - Indoor 20W Network Rail - 3 Sector,Beacon 2 to Beacon 3 Upgrades,Network Rail,20W,3,Indoor,Indoor DC RBS 6201,Yes,No,No,Macro,ERS to ERS,RUS 01,ERS,No,Beacon 2 to Beacon 3 Upgrades Network Rail 20W 3 Indoor Indoor DC RBS 6201 Yes No No Macro ERS to ERS RUS 01 ERS No,B2 to B3 Upgrade - Indoor 20W Network Rail - 3 Sector,
25,B2 to B3 Upgrade - Outdoor 20W Network Rail - 3 Sector,Beacon 2 to Beacon 3 Upgrades,Network Rail,20W,3,Outdoor,Outdoor AC RBS 6102,Yes,No,No,Macro,ERS to ERS,RUS 01,ERS,No,Beacon 2 to Beacon 3 Upgrades Network Rail 20W 3 Outdoor Outdoor AC RBS 6102 Yes No No Macro ERS to ERS RUS 01 ERS No,B2 to B3 Upgrade - Outdoor 20W Network Rail - 3 Sector,
28,B2 to B3 Upgrade - Indoor 20W Network Rail (No-L18) - 3 Sector,Beacon 2 to Beacon 3 Upgrades,Network Rail,20W,3,Indoor,Indoor DC RBS 6201,Yes,No,No,Macro,ERS to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Network Rail 20W 3 Indoor Indoor DC RBS 6201 Yes No No Macro ERS to ERS N/A ERS No,B2 to B3 Upgrade - Indoor 20W Network Rail (No-L18) - 3 Sector,
28,B2 to B3 Upgrade - Outdoor 20W Network Rail (No-L18) - 3 Sector,Beacon 2 to Beacon 3 Upgrades,Network Rail,20W,3,Outdoor,Outdoor AC RBS 6102,Yes,No,No,Macro,ERS to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Network Rail 20W 3 Outdoor Outdoor AC RBS 6102 Yes No No Macro ERS to ERS N/A ERS No,B2 to B3 Upgrade - Outdoor 20W Network Rail (No-L18) - 3 Sector,
29,B2 to B3 Upgrade - Indoor 20W Network Rail - 2 Sector,Beacon 2 to Beacon 3 Upgrades,Network Rail,20W,2,Indoor,Indoor DC RBS 6201,Yes,No,No,Macro,ERS to ERS,RUS 01,ERS,No,Beacon 2 to Beacon 3 Upgrades Network Rail 20W 2 Indoor Indoor DC RBS 6201 Yes No No Macro ERS to ERS RUS 01 ERS No,B2 to B3 Upgrade - Indoor 20W Network Rail - 2 Sector,
29,B2 to B3 Upgrade - Outdoor 20W Network Rail - 2 Sector,Beacon 2 to Beacon 3 Upgrades,Network Rail,20W,2,Outdoor,Outdoor AC RBS 6102,Yes,No,No,Macro,ERS to ERS,RUS 01,ERS,No,Beacon 2 to Beacon 3 Upgrades Network Rail 20W 2 Outdoor Outdoor AC RBS 6102 Yes No No Macro ERS to ERS RUS 01 ERS No,B2 to B3 Upgrade - Outdoor 20W Network Rail - 2 Sector,
30,B2 to B3 Upgrade - Indoor 20W Network Rail (No-L18) - 2 Sector,Beacon 2 to Beacon 3 Upgrades,Network Rail,20W,2,Indoor,Indoor DC RBS 6201,Yes,No,No,Macro,ERS to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Network Rail 20W 2 Indoor Indoor DC RBS 6201 Yes No No Macro ERS to ERS N/A ERS No,B2 to B3 Upgrade - Indoor 20W Network Rail (No-L18) - 2 Sector,
30,B2 to B3 Upgrade - Outdoor 20W Network Rail (No-L18) - 2 Sector,Beacon 2 to Beacon 3 Upgrades,Network Rail,20W,2,Outdoor,Outdoor AC RBS 6102,Yes,No,No,Macro,ERS to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Network Rail 20W 2 Outdoor Outdoor AC RBS 6102 Yes No No Macro ERS to ERS N/A ERS No,B2 to B3 Upgrade - Outdoor 20W Network Rail (No-L18) - 2 Sector,
31,B2 to B3 Upgrade - Indoor 20W L18 Small - 3 Sector,Beacon 2 to Beacon 3 Upgrades,Small,20W,3,Indoor,Indoor DC RBS 6201,Yes,No,No,Macro,ERS to ERS,RUS 01,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 20W 3 Indoor Indoor DC RBS 6201 Yes No No Macro ERS to ERS RUS 01 ERS No,B2 to B3 Upgrade - Indoor 20W L18 Small - 3 Sector,
31,B2 to B3 Upgrade - Outdoor 20W L18 Small - 3 Sector,Beacon 2 to Beacon 3 Upgrades,Small,20W,3,Outdoor,Outdoor AC RBS 6102,Yes,No,No,Macro,ERS to ERS,RUS 01,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 20W 3 Outdoor Outdoor AC RBS 6102 Yes No No Macro ERS to ERS RUS 01 ERS No,B2 to B3 Upgrade - Outdoor 20W L18 Small - 3 Sector,
32,B2 to B3 Upgrade - Indoor 20W L18 Small - 2 Sector,Beacon 2 to Beacon 3 Upgrades,Small,20W,2,Indoor,Indoor DC RBS 6201,Yes,No,No,Macro,ERS to ERS,RUS 01,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 20W 2 Indoor Indoor DC RBS 6201 Yes No No Macro ERS to ERS RUS 01 ERS No,B2 to B3 Upgrade - Indoor 20W L18 Small - 2 Sector,
32,B2 to B3 Upgrade - Outdoor 20W L18 Small - 2 Sector,Beacon 2 to Beacon 3 Upgrades,Small,20W,2,Outdoor,Outdoor AC RBS 6102,Yes,No,No,Macro,ERS to ERS,RUS 01,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 20W 2 Outdoor Outdoor AC RBS 6102 Yes No No Macro ERS to ERS RUS 01 ERS No,B2 to B3 Upgrade - Outdoor 20W L18 Small - 2 Sector,
33,B2 to B3 Upgrade - Indoor 20W Small - 3 Sector,Beacon 2 to Beacon 3 Upgrades,Small,20W,3,Indoor,Indoor DC RBS 6201,Yes,No,No,Macro,ERS to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 20W 3 Indoor Indoor DC RBS 6201 Yes No No Macro ERS to ERS N/A ERS No,B2 to B3 Upgrade - Indoor 20W Small - 3 Sector,
33,B2 to B3 Upgrade - Outdoor 20W Small - 3 Sector,Beacon 2 to Beacon 3 Upgrades,Small,20W,3,Outdoor,Outdoor AC RBS 6102,Yes,No,No,Macro,ERS to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 20W 3 Outdoor Outdoor AC RBS 6102 Yes No No Macro ERS to ERS N/A ERS No,B2 to B3 Upgrade - Outdoor 20W Small - 3 Sector,
34,B2 to B3 Upgrade - Indoor 20W Small - 2 Sector,Beacon 2 to Beacon 3 Upgrades,Small,20W,2,Indoor,Indoor DC RBS 6201,Yes,No,No,Macro,ERS to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 20W 2 Indoor Indoor DC RBS 6201 Yes No No Macro ERS to ERS N/A ERS No,B2 to B3 Upgrade - Indoor 20W Small - 2 Sector,
34,B2 to B3 Upgrade - Outdoor 20W Small - 2 Sector,Beacon 2 to Beacon 3 Upgrades,Small,20W,2,Outdoor,Outdoor AC RBS 6102,Yes,No,No,Macro,ERS to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 20W 2 Outdoor Outdoor AC RBS 6102 Yes No No Macro ERS to ERS N/A ERS No,B2 to B3 Upgrade - Outdoor 20W Small - 2 Sector,
33,B2 to B3 Upgrade - Indoor 20W Small - 3 Sector + L18 2x2 4415 Option,Beacon 2 to Beacon 3 Upgrades,Small,20W,3,Indoor,Indoor DC RBS 6201,Yes,No,No,Macro,ERS to ERS,Radio 4415,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 20W 3 Indoor Indoor DC RBS 6201 Yes No No Macro ERS to ERS Radio 4415 ERS No,B2 to B3 Upgrade - Indoor 20W Small - 3 Sector + L18 2x2 4415 Option,
33,B2 to B3 Upgrade - Outdoor 20W Small - 3 Sector + L18 2x2 4415 Option,Beacon 2 to Beacon 3 Upgrades,Small,20W,3,Outdoor,Outdoor AC RBS 6102,Yes,No,No,Macro,ERS to ERS,Radio 4415,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 20W 3 Outdoor Outdoor AC RBS 6102 Yes No No Macro ERS to ERS Radio 4415 ERS No,B2 to B3 Upgrade - Outdoor 20W Small - 3 Sector + L18 2x2 4415 Option,
34,B2 to B3 Upgrade - Indoor 20W Small - 2 Sector + L18 2x2 4415 Option,Beacon 2 to Beacon 3 Upgrades,Small,20W,2,Indoor,Indoor DC RBS 6201,Yes,No,No,Macro,ERS to ERS,Radio 4415,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 20W 2 Indoor Indoor DC RBS 6201 Yes No No Macro ERS to ERS Radio 4415 ERS No,B2 to B3 Upgrade - Indoor 20W Small - 2 Sector + L18 2x2 4415 Option,
34,B2 to B3 Upgrade - Outdoor 20W Small - 2 Sector + L18 2x2 4415 Option,Beacon 2 to Beacon 3 Upgrades,Small,20W,2,Outdoor,Outdoor AC RBS 6102,Yes,No,No,Macro,ERS to ERS,Radio 4415,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 20W 2 Outdoor Outdoor AC RBS 6102 Yes No No Macro ERS to ERS Radio 4415 ERS No,B2 to B3 Upgrade - Outdoor 20W Small - 2 Sector + L18 2x2 4415 Option,
35,B2 to B3 Upgrade - Outdoor 20W Small SF - 3 Sector (York),Beacon 2 to Beacon 3 Upgrades,Small,20W,3,Outdoor,Outdoor AC RBS 6102,Yes,6102 to York,No,Macro,Macro to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 20W 3 Outdoor Outdoor AC RBS 6102 Yes 6102 to York No Macro Macro to ERS N/A ERS No,B2 to B3 Upgrade - Outdoor 20W Small SF - 3 Sector (York),
36,B2 to B3 Upgrade - Outdoor 20W Small SF - 2 Sector (York),Beacon 2 to Beacon 3 Upgrades,Small,20W,2,Outdoor,Outdoor AC RBS 6102,Yes,Retrofit to York,No,Macro,Macro to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 20W 2 Outdoor Outdoor AC RBS 6102 Yes Retrofit to York No Macro Macro to ERS N/A ERS No,B2 to B3 Upgrade - Outdoor 20W Small SF - 2 Sector (York),
37,B2 to B3 Upgrade - Outdoor 20W Small SF - 3 Sector (Lancaster),Beacon 2 to Beacon 3 Upgrades,Small,20W,3,Outdoor,Outdoor AC RBS 6102,Yes,Lancaster to Lancaster,Yes,Macro,ERS to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 20W 3 Outdoor Outdoor AC RBS 6102 Yes Lancaster to Lancaster Yes Macro ERS to ERS N/A ERS No,B2 to B3 Upgrade - Outdoor 20W Small SF - 3 Sector (Lancaster),
38,B2 to B3 Upgrade - Outdoor 20W Small SF - 3 Sector (Lancaster to York),Beacon 2 to Beacon 3 Upgrades,Small,20W,3,Outdoor,Outdoor AC RBS 6102,Yes,Lancaster to York,No,Macro,ERS to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 20W 3 Outdoor Outdoor AC RBS 6102 Yes Lancaster to York No Macro ERS to ERS N/A ERS No,B2 to B3 Upgrade - Outdoor 20W Small SF - 3 Sector (Lancaster to York),
39,B2 to B3 Upgrade - Outdoor 20W Small SF - 2 Sector (Lancaster),Beacon 2 to Beacon 3 Upgrades,Small,20W,2,Outdoor,Outdoor AC RBS 6102,Yes,Lancaster to Lancaster,Yes,Macro,ERS to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 20W 2 Outdoor Outdoor AC RBS 6102 Yes Lancaster to Lancaster Yes Macro ERS to ERS N/A ERS No,B2 to B3 Upgrade - Outdoor 20W Small SF - 2 Sector (Lancaster),
40,B2 to B3 Upgrade - Outdoor 20W Small SF - 2 Sector (Lancaster to York),Beacon 2 to Beacon 3 Upgrades,Small,20W,2,Outdoor,Outdoor AC RBS 6102,Yes,Lancaster to York,No,Macro,ERS to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 20W 2 Outdoor Outdoor AC RBS 6102 Yes Lancaster to York No Macro ERS to ERS N/A ERS No,B2 to B3 Upgrade - Outdoor 20W Small SF - 2 Sector (Lancaster to York),
41,B2 to B3 Upgrade - Outdoor 20W L18 Small SF - 3 Sector (York),Beacon 2 to Beacon 3 Upgrades,Small,20W,3,Outdoor,Outdoor AC RBS 6102,Yes,6102 to York,No,Macro,Macro to ERS,Radio 4480,Macro,No,Beacon 2 to Beacon 3 Upgrades Small 20W 3 Outdoor Outdoor AC RBS 6102 Yes 6102 to York No Macro Macro to ERS Radio 4480 Macro No,B2 to B3 Upgrade - Outdoor 20W L18 Small SF - 3 Sector (York),
42,B2 to B3 Upgrade - Outdoor 20W L18 Small SF - 2 Sector (York),Beacon 2 to Beacon 3 Upgrades,Small,20W,2,Outdoor,Outdoor AC RBS 6102,Yes,6102 to York,No,Macro,Macro to ERS,Radio 4480,Macro,No,Beacon 2 to Beacon 3 Upgrades Small 20W 2 Outdoor Outdoor AC RBS 6102 Yes 6102 to York No Macro Macro to ERS Radio 4480 Macro No,B2 to B3 Upgrade - Outdoor 20W L18 Small SF - 2 Sector (York),
43,B2 to B3 Upgrade - Outdoor 20W L18 Small SF - 3 Sector (Lancaster),Beacon 2 to Beacon 3 Upgrades,Small,20W,3,Outdoor,Outdoor AC RBS 6102,Yes,Lancaster to Lancaster,Yes,Macro,ERS to ERS,Radio 2217,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 20W 3 Outdoor Outdoor AC RBS 6102 Yes Lancaster to Lancaster Yes Macro ERS to ERS Radio 2217 ERS No,B2 to B3 Upgrade - Outdoor 20W L18 Small SF - 3 Sector (Lancaster),
44,B2 to B3 Upgrade - Outdoor 20W L18 Small SF - 3 Sector (Lancaster to York),Beacon 2 to Beacon 3 Upgrades,Small,20W,3,Outdoor,Outdoor AC RBS 6102,Yes,Lancaster to York,No,Macro,ERS to ERS,Radio 4480,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 20W 3 Outdoor Outdoor AC RBS 6102 Yes Lancaster to York No Macro ERS to ERS Radio 4480 ERS No,B2 to B3 Upgrade - Outdoor 20W L18 Small SF - 3 Sector (Lancaster to York),
45,B2 to B3 Upgrade - Outdoor 20W Small SF Single 6102 - 3 Sector,Beacon 2 to Beacon 3 Upgrades,Small,20W,3,Outdoor,Outdoor AC RBS 6102,No,No,No,Macro,ERS to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 20W 3 Outdoor Outdoor AC RBS 6102 No No No Macro ERS to ERS N/A ERS No,B2 to B3 Upgrade - Outdoor 20W Small SF Single 6102 - 3 Sector,
46,B2 to B3 Upgrade - Outdoor 20W Small SF Single 6102 - 2 Sector,Beacon 2 to Beacon 3 Upgrades,Small,20W,2,Outdoor,Outdoor AC RBS 6102,No,No,No,Macro,ERS to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 20W 2 Outdoor Outdoor AC RBS 6102 No No No Macro ERS to ERS N/A ERS No,B2 to B3 Upgrade - Outdoor 20W Small SF Single 6102 - 2 Sector,
47,B2 to B3 Upgrade - Outdoor 20W L18 Small SF Single 6102 - 3 Sector,Beacon 2 to Beacon 3 Upgrades,Small,20W,3,Outdoor,Outdoor AC RBS 6102,No,No,No,Macro,ERS to ERS,Radio 2217,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 20W 3 Outdoor Outdoor AC RBS 6102 No No No Macro ERS to ERS Radio 2217 ERS No,B2 to B3 Upgrade - Outdoor 20W L18 Small SF Single 6102 - 3 Sector,
48,B2 to B3 Upgrade - Indoor 20W Stealth - 3 Sector,Beacon 2 to Beacon 3 Upgrades,Stealth,20W,3,Indoor,Indoor DC RBS 6201,Yes,No,No,Macro,Macro to Macro,RUS 01,ERS,No,Beacon 2 to Beacon 3 Upgrades Stealth 20W 3 Indoor Indoor DC RBS 6201 Yes No No Macro Macro to Macro RUS 01 ERS No,B2 to B3 Upgrade - Indoor 20W Stealth - 3 Sector,
48,B2 to B3 Upgrade - Outdoor 20W Stealth - 3 Sector,Beacon 2 to Beacon 3 Upgrades,Stealth,20W,3,Outdoor,Outdoor AC RBS 6102,Yes,No,No,Macro,Macro to Macro,RUS 01,ERS,No,Beacon 2 to Beacon 3 Upgrades Stealth 20W 3 Outdoor Outdoor AC RBS 6102 Yes No No Macro Macro to Macro RUS 01 ERS No,B2 to B3 Upgrade - Outdoor 20W Stealth - 3 Sector,
49,B2 to B3 Upgrade - Outdoor 20W Stealth - 3 Sector Option 2 Lancaster,Beacon 2 to Beacon 3 Upgrades,Stealth,20W,3,Outdoor,Outdoor AC RBS 6102,Yes,Lancaster to Lancaster,Yes,Macro,ERS to ERS,Radio 2217,ERS,No,Beacon 2 to Beacon 3 Upgrades Stealth 20W 3 Outdoor Outdoor AC RBS 6102 Yes Lancaster to Lancaster Yes Macro ERS to ERS Radio 2217 ERS No,B2 to B3 Upgrade - Outdoor 20W Stealth - 3 Sector Option 2 Lancaster,
50,B2 to B3 Upgrade - Indoor 20W Stealth (No L18) - 3 Sector,Beacon 2 to Beacon 3 Upgrades,Stealth,20W,3,Indoor,Indoor DC RBS 6201,Yes,No,No,Macro,Macro to Macro,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Stealth 20W 3 Indoor Indoor DC RBS 6201 Yes No No Macro Macro to Macro N/A ERS No,B2 to B3 Upgrade - Indoor 20W Stealth (No L18) - 3 Sector,
50,B2 to B3 Upgrade - Outdoor 20W Stealth (No L18) - 3 Sector,Beacon 2 to Beacon 3 Upgrades,Stealth,20W,3,Outdoor,Outdoor AC RBS 6102,Yes,No,No,Macro,Macro to Macro,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Stealth 20W 3 Outdoor Outdoor AC RBS 6102 Yes No No Macro Macro to Macro N/A ERS No,B2 to B3 Upgrade - Outdoor 20W Stealth (No L18) - 3 Sector,
51,B2 to B3 Upgrade - Outdoor 20W Stealth (No L18) - 3 Sector Option 2 Lancaster,Beacon 2 to Beacon 3 Upgrades,Stealth,20W,3,Outdoor,Outdoor AC RBS 6102,Yes,Lancaster to Lancaster,Yes,Macro,ERS to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Stealth 20W 3 Outdoor Outdoor AC RBS 6102 Yes Lancaster to Lancaster Yes Macro ERS to ERS N/A ERS No,B2 to B3 Upgrade - Outdoor 20W Stealth (No L18) - 3 Sector Option 2 Lancaster,
52,B2 to B3 Upgrade - Outdoor 20W Small SF ULNR - 3 Sector,Beacon 2 to Beacon 3 Upgrades,Small,20W,3,Outdoor,Outdoor AC RBS 6102,Yes,Lancaster to Lancaster,No,Macro,ERS to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 20W 3 Outdoor Outdoor AC RBS 6102 Yes Lancaster to Lancaster No Macro ERS to ERS N/A ERS No,B2 to B3 Upgrade - Outdoor 20W Small SF ULNR - 3 Sector,
53,B2 to B3 Upgrade - Outdoor 20W Small SF UU21 - 3 Sector,Beacon 2 to Beacon 3 Upgrades,Small,20W,3,Outdoor,Outdoor AC RBS 6102,Yes,Lancaster to Lancaster,No,ERS,ERS to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 20W 3 Outdoor Outdoor AC RBS 6102 Yes Lancaster to Lancaster No ERS ERS to ERS N/A ERS No,B2 to B3 Upgrade - Outdoor 20W Small SF UU21 - 3 Sector,
54,B2 to B3 Upgrade - Outdoor 20W Stealth SF UU21 - 3 Sector,Beacon 2 to Beacon 3 Upgrades,Stealth,20W,3,Outdoor,Outdoor AC RBS 6102,No,No,No,ERS,ERS to ERS,Radio 2217,ERS,No,Beacon 2 to Beacon 3 Upgrades Stealth 20W 3 Outdoor Outdoor AC RBS 6102 No No No ERS ERS to ERS Radio 2217 ERS No,B2 to B3 Upgrade - Outdoor 20W Stealth SF UU21 - 3 Sector,
55,B2 to B3 Upgrade - Indoor 20W Low - 3 Sector,Beacon 2 to Beacon 3 Upgrades,Low,20W,3,Indoor,Indoor DC RBS 6201,No,No,No,Macro,ERS to ERS,N/A,N/A,Yes,Beacon 2 to Beacon 3 Upgrades Low 20W 3 Indoor Indoor DC RBS 6201 No No No Macro ERS to ERS N/A N/A Yes,B2 to B3 Upgrade - Indoor 20W Low - 3 Sector,
