SCD,TelefonicaConfiguration,"Controlling node
(SHU B1)",SupportSystemControl,ClimateSystem,ClimateControlMode ,"Ext Node 1
(SHU A5)","Ext Node 2
(SHU A6)","Ext Node 3
(SHU A7)","Ext Node 4
(SCU EC-B)","Ext Node 5
(SHU A3 or SCU EC-E)",,Conrtolling node,SupportSystemControl,ClimateSystem,ClimateControlMode ,"Ext Node 1
(SHU A5)","Ext Node 2
(SHU A6)","Ext Node 3
(SHU A7)","Ext Node 4
(SCU EC-B)","Ext Node 5
(SHU A3 or SCU EC-E)",,SupportSystemControl,ClimateSystem,ClimateControlMode ,SupportSystemControl,ClimateSystem,ClimateControlMode ,SupportSystemControl,ClimateSystem,ClimateControlMode 
B2 102,12W-Small-Outdoor-Retro-Non-RRU-2 Sector-Baseband-Single Cabinet,TEF LTE BB,TRUE,Extended,Battery_Life_Extension,DUG-1,DUG-2,VFE LTE BB,U9 DUW,U21 DUW,,,,,,,,,,,,,,,,,,,,
B2 103,L1800 12W-Small-Outdoor-Retro-Non-RRU-3 Sector-Single Cabinet,TEF LTE BB,TRUE,Extended,Battery_Life_Extension,DUG-1,DUG-2,VFE LTE BB,U9 DUW,U21 DUW,,,,,,,,,,,,,,,,,,,,
B2 104,12W-Low-Indoor-L800 RRU-3 Sector,U900 DUW,TRUE,Extended,Normal,DUG-1,DUG-2,DUG-3,TEF LTE DUS,VFE LTE DUS,,,,,,,,,,,,,,,,,,,,
B2 104,12W-Low-Outdoor-L800 RRU-3 Sector,U900 DUW,TRUE,Extended,Battery_Life_Extension,DUG-1,DUG-2,DUG-3,TEF LTE DUS,VFE LTE DUS,,,,,,,,,,,,,,,,,,,,
B2 105,12W-Low Indoor-L800 RRU-2 Sector,U900 DUW,TRUE,Extended,Normal,DUG-1,DUG-2,TEF LTE DUS,VFE LTE DUS,N/A,,,,,,,,,,,,,,,,,,,,
B2 105,12W-Low-Outdoor-L800 RRU-2 Sector,U900 DUW,TRUE,Extended,Battery_Life_Extension,DUG-1,DUG-2,TEF LTE DUS,VFE LTE DUS,N/A,,,,,,,,,,,,,,,,,,,,
B2 106,12W-Low-Indoor-L800 RRU-1 Sector,U900 DUW,TRUE,Extended,Normal,DUG-1,TEF LTE DUS,VFE LTE DUS,N/A,N/A,,,,,,,,,,,,,,,,,,,,
B2 106,12W-Low-Outdoor-L800 RRU-1 Sector,U900 DUW,TRUE,Extended,Battery_Life_Extension,DUG-1,TEF LTE DUS,VFE LTE DUS,N/A,N/A,,,,,,,,,,,,,,,,,,,,
B2 107,Indoor U2100 Infill-3 Sector,TEF LTE DUS,TRUE,Extended,Normal,LTE DUS VF,U21 DUW,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,
B2 107,Outdoor U2100 Infill-3 Sector,TEF LTE DUS,TRUE,Extended,Battery_Life_Extension,LTE DUS VF,U21 DUW,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,
B2 108,RBS6202 3-Sector U2100 Only Retrofit,TEF LTE DUS,TRUE,Standard,Normal,LTE DUS VF,U21 DUW,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,
B2 109,12W-Small UL-Indoor-L800-RRU-3 Sector,TEF LTE BB,TRUE,Extended,Normal,DUG-1,DUG-2,VFE LTE BB,N/A,N/A,,,,,,,,,,,,,,,,,,,,
B2 109 / 5G (1.2) 19,12W-Small UL-Outdoor-L800-RRU-3 Sector,TEF LTE BB,TRUE,Extended,Battery_Life_Extension,DUG-1,DUG-2,VFE LTE BB,N/A,N/A,,,,,,,,,,,,,,,,,,,,
B2 110,12W-Small UL-Indoor-L800-RRU-2 Sector,TEF LTE BB,TRUE,Extended,Normal,DUG-1,DUG-2,VFE LTE BB,N/A,N/A,,,,,,,,,,,,,,,,,,,,
B2 110,12W-Small UL-Outdoor-L800-RRU-2 Sector,TEF LTE BB,TRUE,Extended,Battery_Life_Extension,DUG-1,DUG-2,VFE LTE BB,N/A,N/A,,,,,,,,,,,,,,,,,,,,
B2 111,DUS to Baseband 6630 Upgrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 113,RBS 6102 2nd Power Subrack expansion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Indoor-T34 8x8-3 Sector Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Outdoor-T34 8x8-3 Sector Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Indoor-T34 64M-3 Sector Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Outdoor-T34 64M-3 Sector Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5G (1.2) 21,Indoor-T34 64M-3 Sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5G (1.2) 21,Outdoor-T34 64M-3 Sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5G (1.2) 21,Indoor-T34 8x8 to 64M-3 Sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5G (1.2) 21,Outdoor-T34 8x8 to 64M-3 Sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2-CCR-116,B1 12W Low Capacity (CSR 68368),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9 06,20W-High-Indoor-L800_L900 RRU-3 Sector No L1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9 06,20W-High-Outdoor-L800_L900 RRU-3 Sector No L1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9 07,20W-High-Indoor-L800_L900 RRU-2 Sector No L1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9 07,20W-High-Outdoor-L800_L900 RRU-2 Sector No L1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9 08,20W-High-Indoor-L800_L900 RRU-3 Sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9 08,20W-High-Outdoor-L800_L900 RRU-3 Sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9 09,RBS6201 3-Sector 20W Small Capacity (Radio 2217) L900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9 09,RBS6102 3-Sector 20W Small Capacity (Radio 2217) L900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9 10,20W-Small-Indoor-L800_L900 RRU-2 Sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9 10,20W-Small-Outdoor-L800_L900 RRU-2 Sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9 11,RBS6201 3-Sector 20W Low Capacity L900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9 11,RBS6102 3-Sector 20W Low Capacity L900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9 12,RBS6201 3-Sector 20W Low Capacity (Radio 2217) L900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9 12,RBS6102 3-Sector 20W Low Capacity (Radio 2217) L900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9 13,RBS6201 2-Sector 20W Low Capacity L900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9 13,RBS6102 2-Sector 20W Low Capacity L900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9 14,RBS 6201 3-Sector L1800 20W GSM Low Capacity L900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9 14,RBS 6102 3-Sector L1800 20W GSM Low Capacity L900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9 15,12W-High-Indoor-L800_L900 RRU-3 Sector No L1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9 15,12W-High-Outdoor-L800_L900 RRU-3 Sector No L1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9 16,12W-High-Indoor-L800_L900 RRU-2 Sector No L1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9 16,12W-High-Outdoor-L800_L900 RRU-2 Sector No L1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9 17,12W-High-Indoor-L800_L900 RRU-3 Sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9 17,12W-High-Outdoor-L800_L900 RRU-3 Sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9 18,12W-Medium-Indoor-L800_L900 RRU-3 Sector No L1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9 18,12W-Medium-Outdoor-L800_L900 RRU-3 Sector No L1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9 18,12W-Small-Indoor-L800_L900 RRU-3 Sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9 18,12W-Small-Outdoor-L800_L900 RRU-3 Sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9 19,12W-Low-Indoor-L800_L900 RRU-3 Sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9 19,12W-Low-Outdoor-L800_L900 RRU-3 Sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2-CCR-132 (3),CSR 18667 Edinburgh Waverley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 28/5G (1.2) 20,RBS6201 3-Sector L1800 20W High Capacity 5G MoRAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 28/5G (1.2) 22,RBS6201 3-Sector L1800 20W High Capacity 5G MoRAN64M8x8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 28/5G (1.2) 20,20W-High-Indoor-L800 RRU-3 Sector 5G MoRAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 28/5G (1.2) 22,20W-High-Indoor-L800 RRU-3 Sector 5G MoRAN64M8x8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 31/5G (1.2) 20,20W-High-Indoor-L800 RRU + U21 RRU-3 Sector 5G MoRAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 31/5G (1.2) 22,20W-High-Indoor-L800 RRU + U21 RRU-3 Sector 5G MoRAN64M8x8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 31/5G (1.2) 20,RBS6201 3-Sector L1800 20W High Capacity U2100 RRU 5G MoRAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 31/5G (1.2) 22,RBS6201 3-Sector L1800 20W High Capacity U2100 RRU 5G MoRAN64M8x8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 42/5G (1.2) 20,20W-Small-Indoor-L800 RRU-3 Sector L1800 5G MoRAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 42/5G (1.2) 20,20W-Small-Outdoor-L800 RRU-3 Sector L1800 5G MoRAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 42/5G (1.2) 22,20W-Small-Outdoor-L800 RRU-3 Sector L1800 5G MoRAN64M8x8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 42/5G (1.2) 20,RBS6201 3-Sector L1800 20W Small Capacity 5G MoRAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 42/5G (1.2) 20,RBS6102 3-Sector L1800 20W Small Capacity 5G MoRAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 42/5G (1.2) 22,RBS6102 3-Sector L1800 20W Small Capacity 5G MoRAN64M8x8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 46/5G (1.2) 20,20W-Small-Indoor-L800 RRU-3 Sector 5G MoRAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 46/5G (1.2) 20,20W-Small-Outdoor-L800 RRU-3 Sector 5G MoRAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 46/5G (1.2) 20,RBS6201 3-Sector 20W Small Capacity (Radio 2217) 5G MoRAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 46/5G (1.2) 20,RBS6102 3-Sector 20W Small Capacity (Radio 2217) 5G MoRAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 49/5G (1.2) 20,RBS 6201 20W Small U2100 RRU - 3 Sectors 5G MoRAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 49/5G (1.2) 20,RBS6201 3-Sector 20W Small U2100 RRU (Radio 2217) 5G MoRAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 49/5G (1.2) 20,RBS6102 3-Sector 20W Small U2100 RRU (Radio 2217) 5G MoRAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 45/5G (1.2) 20,RBS6102 2-Sector L1800 RRU 20W Small U2100 RRU 5G MoRAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 83/5G (1.2) 20,12W-High-Indoor-L800 RRU-3 Sector 5G MoRAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 83/5G (1.2) 22,12W-High-Indoor-L800 RRU-3 Sector 5G MoRAN64M8x8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 83/5G (1.2) 20,12W-High-Outdoor-L800 RRU-3 Sector 5G MoRAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 83/5G (1.2) 22,12W-High-Outdoor-L800 RRU-3 Sector 5G MoRAN64M8x8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 84/5G (1.2) 20,12W-High-Indoor-L800 RRU-2 Sector 5G MoRAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 84/5G (1.2) 20,12W-High-Outdoor-L800 RRU-2 Sector 5G MoRAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 86/5G (1.2) 20,12W-Medium-Indoor-L800 RRU-3 Sector 5G MoRAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 86/5G (1.2) 22,12W-Medium-Indoor-L800 RRU-3 Sector 5G MoRAN64M8x8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 86/5G (1.2) 20,12W-Small-Indoor-L800 RRU-3 Sector L1800 5G MoRAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 86/5G (1.2) 22,12W-Small-Indoor-L800 RRU-3 Sector L1800 5G MoRAN64M8x8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 86/5G (1.2) 20,12W-Small-Outdoor-L800 RRU-3 Sector L1800 5G MoRAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 86/5G (1.2) 22,12W-Small-Outdoor-L800 RRU-3 Sector L1800 5G MoRAN64M8x8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 89/5G (1.2) 20,12W-Small-Indoor-L800 RRU-3 Sector 5G MoRAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 89/5G (1.2) 22,12W-Small-Indoor-L800 RRU-3 Sector 5G MoRAN64M8x8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2 89/5G (1.2) 20,12W-Small-Outdoor-L800 RRU-3 Sector 5G MoRAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
