ASP,OrderingCode,Productno,Denomination,Qty,Comments,BOMFilter,Build Type
Ericsson,6E2OAB2T3464M,RPM777567/05000,Grounding Cable,1,,,B1 - B3
TEF,6E2OAB2T3464M,KRD901124/11,AIR 6488 B42G,2,,,B1 - B3
TEF,6E2OAB2T3464M,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B1 - B3
TEF,6E2OAB2T3464M,SXK1092065/1,Air 6488 Tilt bracket,2,,,B1 - B3
TEF,6E2OAB2T3464M,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B1 - B3
Ericsson,6E2OAB2T3464M,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B1 - B3
Ericsson,6E2OAB2T3464M,RPM2533512/2000,"Optical fibre cable, single mode, LCD - LCD",1,,,B1 - B3
Ericsson,6E2OAB2T3464M,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,3,,,B1 - B3
Ericsson,6E2OAB2T3464M,RPM1136127/1000 ,CABLE WITH CONNECTOR/RJ45(8)-RJ45(8) 1m   ,1,,,B1 - B3
Ericsson,6E2OAB2T3464M,RPM77701/02000,Signal Cable,1,,,B1 - B3
Ericsson,6E2OAB2T3464M,SXK1252098/1,PDU Cassette,1,,,B1 - B3
Ericsson,6E2OAB2T3464M,BGM136106/2,"PDU 03 02, Power Distribution",1,,,B1 - B3
Ericsson,6E2OAB2T3464M,NFS89973/6,ECM 03 06; Electronic Circuit,2,,,B1 - B3
Ericsson,6E2OAB2T3464M,NFT30459/3,"Surge Protection Device, SPD -48V",2,,,B1 - B3
Ericsson,6E2OAB2T3464M,RPM1192370/01500,DC Power Cable,2,,,B1 - B3
Ericsson,6E2OAB2T3464M,RPM77701/00700,SIGNAL CABLE,1,,,B1 - B3
Ericsson,6E2OAB2T3464M,BML161184/1,RECTIFIER/PSU AC 03; Power Supply Unit,4,,,B1 - B3
Ericsson,6E2OAB2T3464M,RPM777417/00800,CABLE WITH CONNECTOR/IDLE,1,,,B1 - B3
Ericsson,6E3OAB3T34V,SXK1253086/1,Cable guide,1,,,B1 - B3
Ericsson,6E3OAB3T34V,KDV127621/11,Baseband 6630 with fan,1,,,B1 - B3
Ericsson,6E3OAB3T34V,RPM777526/02000,ET Power cable,1,,,B1 - B3
Ericsson,6E3OAB3T34V,RPM777567/05000,Grounding Cable,1,,,B1 - B3
TEF,6E3OAB3T34V,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,3,,,B1 - B3
Ericsson,6E3OAB3T34V,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,3,,,B1 - B3
Ericsson,6E3OAB3T34V,RPM2533512/2000,"Optical fibre cable, single mode, LCD - LCD",1,,,B1 - B3
Ericsson,6E3OAB3T34V,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,3,,,B1 - B3
Ericsson,6E3OAB3T34V,RPM77701/02000,Signal cable,1,,,B1 - B3
Ericsson,6E3OAB3T34V,RPM777341/01800,Ethernet cable,1,,,B1 - B3
Ericsson,6E3OAB3T34V,RPM777417/00800,CABLE WITH CONNECTOR/IDLE,1,,,B1 - B3
Ericsson,6E2OAB3T34V,SXK1253086/1,Cable guide,1,,,B1 - B3
Ericsson,6E2OAB3T34V,KDV127621/11,Baseband 6630 with fan,1,,,B1 - B3
Ericsson,6E2OAB3T34V,RPM777526/02000,ET Power cable,1,,,B1 - B3
Ericsson,6E2OAB3T34V,RPM777567/05000,Grounding Cable,1,,,B1 - B3
TEF,6E2OAB3T34V,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B1 - B3
Ericsson,6E2OAB3T34V,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B1 - B3
Ericsson,6E2OAB3T34V,RPM2533512/2000,"Optical fibre cable, single mode, LCD - LCD",1,,,B1 - B3
Ericsson,6E2OAB3T34V,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,3,,,B1 - B3
Ericsson,6E2OAB3T34V,RPM77701/02000,Signal cable,1,,,B1 - B3
Ericsson,6E2OAB3T34V,RPM777341/01800,Ethernet cable,1,,,B1 - B3
Ericsson,6E2OAB3T34V,RPM777417/00800,CABLE WITH CONNECTOR/IDLE,1,,,B1 - B3
Ericsson,6E3OAB3T34VM,SXK1253086/1,Cable guide,1,,,B1 - B3
Ericsson,6E3OAB3T34VM,KDV127621/11,Baseband 6630 with fan,1,,,B1 - B3
Ericsson,6E3OAB3T34VM,RPM777526/02000,ET Power cable,1,,,B1 - B3
Ericsson,6E3OAB3T34VM,RPM777567/05000,Grounding Cable,1,,,B1 - B3
Ericsson,6E3OAB3T34VM,RPM2533512/2000,"Optical fibre cable, single mode, LCD - LCD",1,,,B1 - B3
Ericsson,6E3OAB3T34VM,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,3,,,B1 - B3
Ericsson,6E3OAB3T34VM,RPM77701/02000,Signal cable,1,,,B1 - B3
Ericsson,6E3OAB3T34VM,NTB101512/1 ,GPS out Splitter,1,,,B1 - B3
Ericsson,6E3OAB3T34VM,RPM1136127/1000 ,CABLE WITH CONNECTOR/RJ45(8)-RJ45(8) 1m   ,2,,,B1 - B3
Ericsson,6E3OAB3T34VM,RPM777417/00800,CABLE WITH CONNECTOR/IDLE,1,,,B1 - B3
Ericsson,6E2OAB3T34VM,SXK1253086/1,Cable guide,1,,,B1 - B3
Ericsson,6E2OAB3T34VM,KDV127621/11,Baseband 6630 with fan,1,,,B1 - B3
Ericsson,6E2OAB3T34VM,RPM777526/02000,ET Power cable,1,,,B1 - B3
Ericsson,6E2OAB3T34VM,RPM777567/05000,Grounding Cable,1,,,B1 - B3
Ericsson,6E2OAB3T34VM,RPM2533512/2000,"Optical fibre cable, single mode, LCD - LCD",1,,,B1 - B3
Ericsson,6E2OAB3T34VM,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,3,,,B1 - B3
Ericsson,6E2OAB3T34VM,RPM77701/02000,Signal cable,1,,,B1 - B3
Ericsson,6E2OAB3T34VM,NTB101512/1 ,GPS out Splitter,1,,,B1 - B3
Ericsson,6E2OAB3T34VM,RPM1136127/1000 ,CABLE WITH CONNECTOR/RJ45(8)-RJ45(8) 1m   ,2,,,B1 - B3
Ericsson,6E2OAB3T34VM,RPM777417/00800,CABLE WITH CONNECTOR/IDLE,1,,,B1 - B3
Ericsson,6E3IDB3N7MM,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,3,,,B1 - B3
TEF,6E3IDB3N7MM,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,6,,,B1 - B3
TEF,6E3IDB3N7MM,KRC161499/1,Radio 2217 B28B,3,,,B1 - B3
TEF,6E3IDB3N7MM,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B1 - B3
Ericsson,6E3OAB3N7MM,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,3,,,B1 - B3
TEF,6E3OAB3N7MM,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,6,,,B1 - B3
TEF,6E3OAB3N7MM,KRC161499/1,Radio 2217 B28B,3,,,B1 - B3
TEF,6E3OAB3N7MM,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B1 - B3
Ericsson,6E3OAB3N7MM,NFT30459/2,"Surge Protection Device, SPD -48V ",3,,,B1 - B3
Ericsson,6E3OAB3N7MM,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE   ,3,,,B1 - B3
Ericsson,6E2IDB3N7MM,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,2,,,B1 - B3
TEF,6E2IDB3N7MM,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,4,,,B1 - B3
TEF,6E2IDB3N7MM,KRC161499/1,Radio 2217 B28B,2,,,B1 - B3
TEF,6E2IDB3N7MM,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B1 - B3
Ericsson,6E2OAB3N7MM,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,2,,,B1 - B3
TEF,6E2OAB3N7MM,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,4,,,B1 - B3
TEF,6E2OAB3N7MM,KRC161499/1,Radio 2217 B28B,2,,,B1 - B3
TEF,6E2OAB3N7MM,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B1 - B3
Ericsson,6E2OAB3N7MM,NFT30459/2,"Surge Protection Device, SPD -48V ",2,,,B1 - B3
Ericsson,6E2OAB3N7MM,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE   ,2,,,B1 - B3
Ericsson,6E3IDB3N7MMT23BB,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,3,,,B1 - B3
TEF,6E3IDB3N7MMT23BB,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,6,,,B1 - B3
TEF,6E3IDB3N7MMT23BB,KRC161499/1,Radio 2217 B28B,3,,,B1 - B3
TEF,6E3IDB3N7MMT23BB,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B1 - B3
Ericsson,6E3IDB3N7MMT23BB,SXK1253086/1,Cable guide,1,,,B1 - B3
Ericsson,6E3IDB3N7MMT23BB,KDV127621/11,Baseband 6630 with fan,1,,,B1 - B3
Ericsson,6E3IDB3N7MMT23BB,RPM777526/02000,ET Power cable,1,,,B1 - B3
Ericsson,6E3IDB3N7MMT23BB,RPM777567/05000,Grounding Cable,1,,,B1 - B3
Ericsson,6E3IDB3N7MMT23BB,RPM77701/02000,Signal cable,1,,,B1 - B3
Ericsson,6E3IDB3N7MMT23BB,RPM777274/00650,Signal cable,3,,,B1 - B3
Ericsson,6E3IDB3N7MMT23BB,RPM777341/01800,Ethernet cable,1,,,B1 - B3
Ericsson,6E3IDB3N7MMT23BB,RPM777417/00800,CABLE WITH CONNECTOR/IDLE,1,,,B1 - B3
Ericsson,6E3OAB3N7MMT23BB,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,3,,,B1 - B3
TEF,6E3OAB3N7MMT23BB,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,6,,,B1 - B3
TEF,6E3OAB3N7MMT23BB,KRC161499/1,Radio 2217 B28B,3,,,B1 - B3
TEF,6E3OAB3N7MMT23BB,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B1 - B3
Ericsson,6E3OAB3N7MMT23BB,NFT30459/2,"Surge Protection Device, SPD -48V ",3,,,B1 - B3
Ericsson,6E3OAB3N7MMT23BB,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE   ,3,,,B1 - B3
Ericsson,6E3OAB3N7MMT23BB,SXK1253086/1,Cable guide,1,,,B1 - B3
Ericsson,6E3OAB3N7MMT23BB,KDV127621/11,Baseband 6630 with fan,1,,,B1 - B3
Ericsson,6E3OAB3N7MMT23BB,RPM777526/02000,ET Power cable,1,,,B1 - B3
Ericsson,6E3OAB3N7MMT23BB,RPM777567/05000,Grounding Cable,1,,,B1 - B3
Ericsson,6E3OAB3N7MMT23BB,RPM77701/02000,Signal cable,1,,,B1 - B3
Ericsson,6E3OAB3N7MMT23BB,RPM777274/00650,Signal cable,3,,,B1 - B3
Ericsson,6E3OAB3N7MMT23BB,RPM777341/01800,Ethernet cable,1,,,B1 - B3
Ericsson,6E3OAB3N7MMT23BB,RPM777417/00800,CABLE WITH CONNECTOR/IDLE,1,,,B1 - B3
Ericsson,6E2IDB3N7MMT23BB,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,2,,,B1 - B3
TEF,6E2IDB3N7MMT23BB,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,4,,,B1 - B3
TEF,6E2IDB3N7MMT23BB,KRC161499/1,Radio 2217 B28B,2,,,B1 - B3
TEF,6E2IDB3N7MMT23BB,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B1 - B3
Ericsson,6E2IDB3N7MMT23BB,SXK1253086/1,Cable guide,1,,,B1 - B3
Ericsson,6E2IDB3N7MMT23BB,KDV127621/11,Baseband 6630 with fan,1,,,B1 - B3
Ericsson,6E2IDB3N7MMT23BB,RPM777526/02000,ET Power cable,1,,,B1 - B3
Ericsson,6E2IDB3N7MMT23BB,RPM777567/05000,Grounding Cable,1,,,B1 - B3
Ericsson,6E2IDB3N7MMT23BB,RPM77701/02000,Signal cable,1,,,B1 - B3
Ericsson,6E2IDB3N7MMT23BB,RPM777274/00650,Signal cable,2,,,B1 - B3
Ericsson,6E2IDB3N7MMT23BB,RPM777341/01800,Ethernet cable,1,,,B1 - B3
Ericsson,6E2IDB3N7MMT23BB,RPM777417/00800,CABLE WITH CONNECTOR/IDLE,1,,,B1 - B3
Ericsson,6E2OAB3N7MMT23BB,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,2,,,B1 - B3
TEF,6E2OAB3N7MMT23BB,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,4,,,B1 - B3
TEF,6E2OAB3N7MMT23BB,KRC161499/1,Radio 2217 B28B,2,,,B1 - B3
TEF,6E2OAB3N7MMT23BB,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B1 - B3
Ericsson,6E2OAB3N7MMT23BB,NFT30459/2,"Surge Protection Device, SPD -48V ",2,,,B1 - B3
Ericsson,6E2OAB3N7MMT23BB,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE   ,2,,,B1 - B3
Ericsson,6E2OAB3N7MMT23BB,SXK1253086/1,Cable guide,1,,,B1 - B3
Ericsson,6E2OAB3N7MMT23BB,KDV127621/11,Baseband 6630 with fan,1,,,B1 - B3
Ericsson,6E2OAB3N7MMT23BB,RPM777526/02000,ET Power cable,1,,,B1 - B3
Ericsson,6E2OAB3N7MMT23BB,RPM777567/05000,Grounding Cable,1,,,B1 - B3
Ericsson,6E2OAB3N7MMT23BB,RPM777274/00650,Signal cable,2,,,B1 - B3
Ericsson,6E2OAB3N7MMT23BB,RPM77701/02000,Signal cable,1,,,B1 - B3
Ericsson,6E2OAB3N7MMT23BB,RPM777341/01800,Ethernet cable,1,,,B1 - B3
Ericsson,6E2OAB3N7MMT23BB,RPM777417/00800,CABLE WITH CONNECTOR/IDLE,1,,,B1 - B3
Ericsson,6E3OAB3GU9N7MM,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,3,,,B1 - B3
Ericsson,6E3OAB3GU9N7MM,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,3,,,B1 - B3
Ericsson,6E3OAB3GU9N7MMT23BB,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,3,,,B1 - B3
Ericsson,6E3OAB3GU9N7MMT23BB,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,3,,,B1 - B3
Ericsson,6E3OAB3GU9N7MMT23BB,SXK1253086/1,Cable guide,1,,,B1 - B3
Ericsson,6E3OAB3GU9N7MMT23BB,KDV127621/11,Baseband 6630 with fan,1,,,B1 - B3
Ericsson,6E3OAB3GU9N7MMT23BB,RPM777526/02000,ET Power cable,1,,,B1 - B3
Ericsson,6E3OAB3GU9N7MMT23BB,RPM777567/05000,Grounding Cable,1,,,B1 - B3
Ericsson,6E3OAB3GU9N7MMT23BB,RPM777341/01800,Ethernet cable,1,,,B1 - B3
Ericsson,6E3OAB3GU9N7MMT23BB,RPM77701/02000,Signal cable,1,,,B1 - B3
Ericsson,6E3OAB3GU9N7MMT23BB,RPM777417/00800,CABLE WITH CONNECTOR/IDLE,1,,,B1 - B3
TEF,1E3HC6201IDB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,3,,,B2 - B3
TEF,1E3HC6201IDB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2 - B3
TEF,1E3HC6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,1E3HC6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,1E3HC6201IDB2B3UG,RPM777211/01800,CABLE WITH CONNECTOR/SIGNAL CABLE   ,6,,,B2 - B3
Ericsson,1E3HC6201IDB2B3UG,RPM777279/00650,SIGNAL CABLE ,1,,,B2 - B3
Ericsson,1E3HC6201IDB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,3,,,B2 - B3
Ericsson,1E3HC6201IDB2B3UG,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31,2,,,B2 - B3
TEF,1E3HC6102OAB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,3,,,B2 - B3
TEF,1E3HC6102OAB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2 - B3
TEF,1E3HC6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,1E3HC6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,1E3HC6102OAB2B3UG,RPM777211/01800,CABLE WITH CONNECTOR/SIGNAL CABLE   ,6,,,B2 - B3
Ericsson,1E3HC6102OAB2B3UG,RPM777279/00650,SIGNAL CABLE ,1,,,B2 - B3
Ericsson,1E3HC6102OAB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,3,,,B2 - B3
Ericsson,1E3HC6102OAB2B3UG,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31,2,,,B2 - B3
TEF,1E3MC6201IDB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,3,,,B2 - B3
TEF,1E3MC6201IDB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2 - B3
TEF,1E3MC6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,1E3MC6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,1E3MC6201IDB2B3UG,RPM777211/01800,CABLE WITH CONNECTOR/SIGNAL CABLE   ,6,,,B2 - B3
Ericsson,1E3MC6201IDB2B3UG,RPM777279/00650,SIGNAL CABLE ,1,,,B2 - B3
Ericsson,1E3MC6201IDB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,3,,,B2 - B3
Ericsson,1E3MC6201IDB2B3UG,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31,2,,,B2 - B3
TEF,1E3MC6102OAB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,3,,,B2 - B3
TEF,1E3MC6102OAB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2 - B3
TEF,1E3MC6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,1E3MC6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,1E3MC6102OAB2B3UG,RPM777211/01800,CABLE WITH CONNECTOR/SIGNAL CABLE   ,6,,,B2 - B3
Ericsson,1E3MC6102OAB2B3UG,RPM777279/00650,SIGNAL CABLE ,1,,,B2 - B3
Ericsson,1E3MC6102OAB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,3,,,B2 - B3
Ericsson,1E3MC6102OAB2B3UG,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31,2,,,B2 - B3
TEF,E3HC6201IDB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,3,,,B2 - B3
TEF,E3HC6201IDB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2 - B3
TEF,E3HC6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,E3HC6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,E3HC6201IDB2B3UG,RPM777211/01800,CABLE WITH CONNECTOR/SIGNAL CABLE   ,6,,,B2 - B3
Ericsson,E3HC6201IDB2B3UG,RPM777279/00650,SIGNAL CABLE ,1,,,B2 - B3
Ericsson,E3HC6201IDB2B3UG,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31,2,,,B2 - B3
TEF,E3HC6102OAB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,3,,,B2 - B3
TEF,E3HC6102OAB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2 - B3
TEF,E3HC6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,E3HC6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,E3HC6102OAB2B3UG,RPM777211/01800,CABLE WITH CONNECTOR/SIGNAL CABLE   ,6,,,B2 - B3
Ericsson,E3HC6102OAB2B3UG,RPM777279/00650,SIGNAL CABLE ,1,,,B2 - B3
Ericsson,E3HC6102OAB2B3UG,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31,2,,,B2 - B3
TEF,E3MC6201IDB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,3,,,B2 - B3
TEF,E3MC6201IDB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2 - B3
TEF,E3MC6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,E3MC6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,E3MC6201IDB2B3UG,RPM777211/01800,CABLE WITH CONNECTOR/SIGNAL CABLE   ,6,,,B2 - B3
Ericsson,E3MC6201IDB2B3UG,RPM777279/00650,SIGNAL CABLE ,1,,,B2 - B3
Ericsson,E3MC6201IDB2B3UG,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31,2,,,B2 - B3
Ericsson,E3MC6201IDB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,1,,,B2 - B3
TEF,E3MC6102OAB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,3,,,B2 - B3
TEF,E3MC6102OAB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2 - B3
TEF,E3MC6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,E3MC6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,E3MC6102OAB2B3UG,RPM777211/01800,CABLE WITH CONNECTOR/SIGNAL CABLE   ,6,,,B2 - B3
Ericsson,E3MC6102OAB2B3UG,RPM777279/00650,SIGNAL CABLE ,1,,,B2 - B3
Ericsson,E3MC6102OAB2B3UG,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31,2,,,B2 - B3
Ericsson,E3MC6102OAB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,1,,,B2 - B3
TEF,1E2HC6201IDB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B2 - B3
TEF,1E2HC6201IDB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B2 - B3
TEF,1E2HC6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2 - B3
Ericsson,1E2HC6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2 - B3
Ericsson,1E2HC6201IDB2B3UG,RPM777211/01800,CABLE WITH CONNECTOR/SIGNAL CABLE   ,4,,,B2 - B3
Ericsson,1E2HC6201IDB2B3UG,RPM777279/00650,SIGNAL CABLE ,1,,,B2 - B3
Ericsson,1E2HC6201IDB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,2,,,B2 - B3
Ericsson,1E2HC6201IDB2B3UG,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31,2,,,B2 - B3
TEF,1E2HC6102OAB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B2 - B3
TEF,1E2HC6102OAB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B2 - B3
TEF,1E2HC6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2 - B3
Ericsson,1E2HC6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2 - B3
Ericsson,1E2HC6102OAB2B3UG,RPM777211/01800,CABLE WITH CONNECTOR/SIGNAL CABLE   ,4,,,B2 - B3
Ericsson,1E2HC6102OAB2B3UG,RPM777279/00650,SIGNAL CABLE ,1,,,B2 - B3
Ericsson,1E2HC6102OAB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,2,,,B2 - B3
Ericsson,1E2HC6102OAB2B3UG,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31,2,,,B2 - B3
TEF,1E2MC6201IDB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B2 - B3
TEF,1E2MC6201IDB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B2 - B3
TEF,1E2MC6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2 - B3
Ericsson,1E2MC6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2 - B3
Ericsson,1E2MC6201IDB2B3UG,RPM777211/01800,CABLE WITH CONNECTOR/SIGNAL CABLE   ,4,,,B2 - B3
Ericsson,1E2MC6201IDB2B3UG,RPM777279/00650,SIGNAL CABLE ,1,,,B2 - B3
Ericsson,1E2MC6201IDB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,2,,,B2 - B3
Ericsson,1E2MC6201IDB2B3UG,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31,2,,,B2 - B3
TEF,1E2MC6102OAB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B2 - B3
TEF,1E2MC6102OAB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B2 - B3
TEF,1E2MC6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2 - B3
Ericsson,1E2MC6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2 - B3
Ericsson,1E2MC6102OAB2B3UG,RPM777211/01800,CABLE WITH CONNECTOR/SIGNAL CABLE   ,4,,,B2 - B3
Ericsson,1E2MC6102OAB2B3UG,RPM777279/00650,SIGNAL CABLE ,1,,,B2 - B3
Ericsson,1E2MC6102OAB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,2,,,B2 - B3
Ericsson,1E2MC6102OAB2B3UG,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31,2,,,B2 - B3
TEF,E2HC6201IDB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B2 - B3
