ASP,OrderingCode,Productno,Denomination,Qty,Comments,BOMFilter,Build Type
TEF,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,3,,,B1 - B3
TEF,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B1 - B3
Ericsson,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B1 - B3
TEF,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B1 - B3
Ericsson,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,6,,,B1 - B3
Ericsson,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,BMG980336/7,PDU 01 04; Power Distribution Unit ,1,,,B1 - B3
Ericsson,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,RPM77701/00500,CABLE WITH CONNECTOR/SIGNAL CABLE,1,,,B1 - B3
Ericsson,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,NFT30459/2,"Surge Protection Device, SPD -48V ",3,,,B1 - B3
Ericsson,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE   ,3,,,B1 - B3
Ericsson,1E3LC6102OARUSBBUG + 1E3LC6102OABBUG,NTM1012478/1,SET OF MATERIALS/Grounding plate Hybrid,1,,,B1 - B3
Ericsson,1E2LC6201IDRUSBBUG,KDV127621/11,Baseband 6630 with fan,2,,,B1 - B3
Ericsson,1E2LC6201IDRUSBBUG,RPM777526/02000,ET Power cable,2,,,B1 - B3
Ericsson,1E2LC6201IDRUSBBUG,RPM777567/05000,Grounding Cable,2,,,B1 - B3
Ericsson,1E2LC6201IDRUSBBUG,SXK1253086/1,Cable guide,2,,,B1 - B3
Ericsson,1E2LC6201IDRUSBBUG,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31,2,,,B1 - B3
Ericsson,1E2LC6102OARUSBBUG,KDV127621/11,Baseband 6630 with fan,2,,,B1 - B3
Ericsson,1E2LC6102OARUSBBUG,RPM777526/02000,ET Power cable,2,,,B1 - B3
Ericsson,1E2LC6102OARUSBBUG,RPM777567/05000,Grounding Cable,2,,,B1 - B3
Ericsson,1E2LC6102OARUSBBUG,SXK1253086/1,Cable guide,2,,,B1 - B3
Ericsson,1E2LC6102OARUSBBUG,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31,2,,,B1 - B3
TEF,1E2LC6201IDBBUG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B1 - B3
TEF,1E2LC6201IDBBUG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B1 - B3
Ericsson,1E2LC6201IDBBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B1 - B3
TEF,1E2LC6201IDBBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B1 - B3
Ericsson,1E2LC6201IDBBUG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,4,,,B1 - B3
TEF,1E2LC6102OABBUG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B1 - B3
TEF,1E2LC6102OABBUG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B1 - B3
Ericsson,1E2LC6102OABBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B1 - B3
TEF,1E2LC6102OABBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B1 - B3
Ericsson,1E2LC6102OABBUG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,4,,,B1 - B3
Ericsson,1E2LC6102OABBUG,BMG980336/7,PDU 01 04; Power Distribution Unit ,1,,,B1 - B3
Ericsson,1E2LC6102OABBUG,RPM77701/00500,CABLE WITH CONNECTOR/SIGNAL CABLE,1,,,B1 - B3
Ericsson,1E2LC6102OABBUG,NFT30459/2,"Surge Protection Device, SPD -48V ",2,,,B1 - B3
Ericsson,1E2LC6102OABBUG,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE   ,2,,,B1 - B3
Ericsson,1E2LC6102OABBUG,NTM1012478/1,SET OF MATERIALS/Grounding plate Hybrid,1,,,B1 - B3
Ericsson,1E2LC6201IDRUSBBUG + 1E2LC6201IDBBUG,KDV127621/11,Baseband 6630 with fan,2,,,B1 - B3
Ericsson,1E2LC6201IDRUSBBUG + 1E2LC6201IDBBUG,RPM777526/02000,ET Power cable,2,,,B1 - B3
Ericsson,1E2LC6201IDRUSBBUG + 1E2LC6201IDBBUG,RPM777567/05000,Grounding Cable,2,,,B1 - B3
Ericsson,1E2LC6201IDRUSBBUG + 1E2LC6201IDBBUG,SXK1253086/1,Cable guide,2,,,B1 - B3
TEF,1E2LC6201IDRUSBBUG + 1E2LC6201IDBBUG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B1 - B3
TEF,1E2LC6201IDRUSBBUG + 1E2LC6201IDBBUG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B1 - B3
Ericsson,1E2LC6201IDRUSBBUG + 1E2LC6201IDBBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B1 - B3
TEF,1E2LC6201IDRUSBBUG + 1E2LC6201IDBBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B1 - B3
Ericsson,1E2LC6201IDRUSBBUG + 1E2LC6201IDBBUG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,4,,,B1 - B3
Ericsson,1E2LC6102OARUSBBUG + 1E2LC6102OABBUG,KDV127621/11,Baseband 6630 with fan,2,,,B1 - B3
Ericsson,1E2LC6102OARUSBBUG + 1E2LC6102OABBUG,RPM777526/02000,ET Power cable,2,,,B1 - B3
Ericsson,1E2LC6102OARUSBBUG + 1E2LC6102OABBUG,RPM777567/05000,Grounding Cable,2,,,B1 - B3
Ericsson,1E2LC6102OARUSBBUG + 1E2LC6102OABBUG,SXK1253086/1,Cable guide,2,,,B1 - B3
TEF,1E2LC6102OARUSBBUG + 1E2LC6102OABBUG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B1 - B3
TEF,1E2LC6102OARUSBBUG + 1E2LC6102OABBUG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B1 - B3
Ericsson,1E2LC6102OARUSBBUG + 1E2LC6102OABBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B1 - B3
TEF,1E2LC6102OARUSBBUG + 1E2LC6102OABBUG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B1 - B3
Ericsson,1E2LC6102OARUSBBUG + 1E2LC6102OABBUG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,4,,,B1 - B3
Ericsson,1E2LC6102OARUSBBUG + 1E2LC6102OABBUG,BMG980336/7,PDU 01 04; Power Distribution Unit ,1,,,B1 - B3
Ericsson,1E2LC6102OARUSBBUG + 1E2LC6102OABBUG,RPM77701/00500,CABLE WITH CONNECTOR/SIGNAL CABLE,1,,,B1 - B3
Ericsson,1E2LC6102OARUSBBUG + 1E2LC6102OABBUG,NFT30459/2,"Surge Protection Device, SPD -48V ",2,,,B1 - B3
Ericsson,1E2LC6102OARUSBBUG + 1E2LC6102OABBUG,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE   ,2,,,B1 - B3
Ericsson,1E2LC6102OARUSBBUG + 1E2LC6102OABBUG,NTM1012478/1,SET OF MATERIALS/Grounding plate Hybrid,1,,,B1 - B3
TEF,6E3OAB2V26,KRC161676/1,TRANSCEIVER/Radio 4415 B7A;Radio Unit   ,3,,,B1 - B3
TEF,6E3OAB2V26,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B1 - B3
TEF,6E3OAB2V26,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,3,,,B1 - B3
Ericsson,6E3OAB2V26,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,3,,,B1 - B3
Ericsson,6E3OAB2V26,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE   ,3,,,B1 - B3
Ericsson,6E3OAB2V26,NFT30459/2,"Surge Protection Device, SPD -48V ",3,,,B1 - B3
TEF,6E2OAB2V26,KRC161676/1,TRANSCEIVER/Radio 4415 B7A;Radio Unit   ,2,,,B1 - B3
TEF,6E2OAB2V26,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B1 - B3
TEF,6E2OAB2V26,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B1 - B3
Ericsson,6E2OAB2V26,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B1 - B3
Ericsson,6E2OAB2V26,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE   ,2,,,B1 - B3
Ericsson,6E2OAB2V26,NFT30459/2,"Surge Protection Device, SPD -48V ",2,,,B1 - B3
TEF,6E3OAPSUB2V26,KRC161676/1,TRANSCEIVER/Radio 4415 B7A;Radio Unit   ,3,,,B1 - B3
TEF,6E3OAPSUB2V26,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B1 - B3
TEF,6E3OAPSUB2V26,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,3,,,B1 - B3
Ericsson,6E3OAPSUB2V26,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,3,,,B1 - B3
Ericsson,6E3OAPSUB2V26,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE   ,3,,,B1 - B3
Ericsson,6E3OAPSUB2V26,NFT30459/2,"Surge Protection Device, SPD -48V ",3,,,B1 - B3
Ericsson,6E3OAPSUB2V26,BML161184/1,RECTIFIER/PSU AC 03; Power Supply Unit   ,4,,,B1 - B3
TEF,6E2OAPSUB2V26,KRC161676/1,TRANSCEIVER/Radio 4415 B7A;Radio Unit   ,2,,,B1 - B3
TEF,6E2OAPSUB2V26,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B1 - B3
TEF,6E2OAPSUB2V26,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B1 - B3
Ericsson,6E2OAPSUB2V26,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B1 - B3
Ericsson,6E2OAPSUB2V26,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE   ,2,,,B1 - B3
Ericsson,6E2OAPSUB2V26,NFT30459/2,"Surge Protection Device, SPD -48V ",2,,,B1 - B3
Ericsson,6E2OAPSUB2V26,BML161184/1,RECTIFIER/PSU AC 03; Power Supply Unit   ,4,,,B1 - B3
TEF,6E3OAB2T23,KRC161724/1,TRANSCEIVER/Radio 8808 B40Y;Radio Unit,3,,,B1 - B3
TEF,6E3OAB2T23,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B1 - B3
TEF,6E3OAB2T23,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,3,,,B1 - B3
Ericsson,6E3OAB2T23,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,3,,,B1 - B3
Ericsson,6E3OAB2T23,NCD90165/1,MODULE/GPS 04 01; GPS Receiver Unit,1,,,B1 - B3
Ericsson,6E3OAB2T23,TSR951357/1500 ,CONNECTION CABLE/Jumper N(m)-SMA(m) 1.5m   ,1,,,B1 - B3
Ericsson,6E3OAB2T23,RPM1136127/1000 ,CABLE WITH CONNECTOR/RJ45(8)-RJ45(8) 1m   ,1,,,B1 - B3
TEF,6E3OAB2T23,KRE1012395/1,ANTENNA/GPS Active Antenna,1,,,B1 - B3
TEF,6E3OAB2T23,SXK1091931/1,"ASSEMBLED PARTS/GPS Mount, Steel",1,,,B1 - B3
TEF,6E3OAB2T23,RPM1191648/2 ,"EARTHING CABLE/16mm2,GNYE,2m,with 1 lug   ",1,,,B1 - B3
Ericsson,6E3OAB2T23,BMG980336/7,PDU 01 04; Power Distribution Unit ,1,,,B1 - B3
Ericsson,6E3OAB2T23,RPM77701/00500,CABLE WITH CONNECTOR/SIGNAL CABLE,1,,,B1 - B3
Ericsson,6E3OAB2T23,SXA2153848/1,BRACKET OVP Holder,1,,,B1 - B3
Ericsson,6E3OAB2T23,NTM2013977/1,INSTALMATERIAL SET/Screw kit for expans   ,1,,,B1 - B3
Ericsson,6E3OAB2T23,NFT30459/2,"Surge Protection Device, SPD -48V ",3,,,B1 - B3
Ericsson,6E3OAB2T23,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE   ,3,,,B1 - B3
TEF,6E2OAB2T23,KRC161724/1,TRANSCEIVER/Radio 8808 B40Y;Radio Unit,2,,,B1 - B3
TEF,6E2OAB2T23,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B1 - B3
TEF,6E2OAB2T23,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B1 - B3
Ericsson,6E2OAB2T23,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B1 - B3
Ericsson,6E2OAB2T23,NCD90165/1,MODULE/GPS 04 01; GPS Receiver Unit,1,,,B1 - B3
Ericsson,6E2OAB2T23,TSR951357/1500 ,CONNECTION CABLE/Jumper N(m)-SMA(m) 1.5m   ,1,,,B1 - B3
Ericsson,6E2OAB2T23,RPM1136127/1000 ,CABLE WITH CONNECTOR/RJ45(8)-RJ45(8) 1m   ,1,,,B1 - B3
TEF,6E2OAB2T23,KRE1012395/1,ANTENNA/GPS Active Antenna,1,,,B1 - B3
TEF,6E2OAB2T23,SXK1091931/1,"ASSEMBLED PARTS/GPS Mount, Steel",1,,,B1 - B3
TEF,6E2OAB2T23,RPM1191648/2 ,"EARTHING CABLE/16mm2,GNYE,2m,with 1 lug   ",1,,,B1 - B3
Ericsson,6E2OAB2T23,BMG980336/7,PDU 01 04; Power Distribution Unit ,1,,,B1 - B3
Ericsson,6E2OAB2T23,RPM77701/00500,CABLE WITH CONNECTOR/SIGNAL CABLE,1,,,B1 - B3
Ericsson,6E2OAB2T23,SXA2153848/1,BRACKET OVP Holder,1,,,B1 - B3
Ericsson,6E2OAB2T23,NTM2013977/1,INSTALMATERIAL SET/Screw kit for expans   ,1,,,B1 - B3
Ericsson,6E2OAB2T23,NFT30459/2,"Surge Protection Device, SPD -48V ",2,,,B1 - B3
Ericsson,6E2OAB2T23,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE   ,2,,,B1 - B3
TEF,6E3OAB2T23-1,KRC161724/1,TRANSCEIVER/Radio 8808 B40Y;Radio Unit,1,,,B1 - B3
TEF,6E3OAB2T23-1,RNT44737/01,Circular Power Connector DC-C (2 wire),1,,,B1 - B3
TEF,6E3OAB2T23-1,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,1,,,B1 - B3
Ericsson,6E3OAB2T23-1,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,1,,,B1 - B3
Ericsson,6E3OAB2T23-1,NCD90165/1,MODULE/GPS 04 01; GPS Receiver Unit,1,,,B1 - B3
Ericsson,6E3OAB2T23-1,TSR951357/1500 ,CONNECTION CABLE/Jumper N(m)-SMA(m) 1.5m   ,1,,,B1 - B3
Ericsson,6E3OAB2T23-1,RPM1136127/1000 ,CABLE WITH CONNECTOR/RJ45(8)-RJ45(8) 1m   ,1,,,B1 - B3
TEF,6E3OAB2T23-1,KRE1012395/1,ANTENNA/GPS Active Antenna,1,,,B1 - B3
TEF,6E3OAB2T23-1,SXK1091931/1,"ASSEMBLED PARTS/GPS Mount, Steel",1,,,B1 - B3
TEF,6E3OAB2T23-1,RPM1191648/2 ,"EARTHING CABLE/16mm2,GNYE,2m,with 1 lug   ",1,,,B1 - B3
Ericsson,6E3OAB2T23-1,BMG980336/7,PDU 01 04; Power Distribution Unit ,1,,,B1 - B3
Ericsson,6E3OAB2T23-1,RPM77701/00500,CABLE WITH CONNECTOR/SIGNAL CABLE,1,,,B1 - B3
Ericsson,6E3OAB2T23-1,SXA2153848/1,BRACKET OVP Holder,1,,,B1 - B3
Ericsson,6E3OAB2T23-1,NTM2013977/1,INSTALMATERIAL SET/Screw kit for expans   ,1,,,B1 - B3
Ericsson,6E3OAB2T23-1,NFT30459/2,"Surge Protection Device, SPD -48V ",1,,,B1 - B3
Ericsson,6E3OAB2T23-1,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE   ,1,,,B1 - B3
Ericsson,6E3IDB2L18,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,6,,,B1 - B3
Ericsson,6E3IDB2L18,SXA1342193/1,Dummy Unit 62mm,6,,,B1 - B3
TEF,6E3IDB2L18,KRC161637/1,TRANSCEIVER/Radio 4415 B3;Radio Unit   ,3,,,B1 - B3
TEF,6E3IDB2L18,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B1 - B3
TEF,6E3IDB2L18,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,6,,,B1 - B3
Ericsson,6E3OAB2L18,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,6,,,B1 - B3
Ericsson,6E3OAB2L18,BMG980336/7,PDU 01 04; Power Distribution Unit ,1,,,B1 - B3
Ericsson,6E3OAB2L18,RPM77701/00500,CABLE WITH CONNECTOR/SIGNAL CABLE,1,,,B1 - B3
Ericsson,6E3OAB2L18,SXA1342193/1,Dummy Unit 62mm,6,,,B1 - B3
TEF,6E3OAB2L18,KRC161637/1,TRANSCEIVER/Radio 4415 B3;Radio Unit   ,3,,,B1 - B3
TEF,6E3OAB2L18,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B1 - B3
TEF,6E3OAB2L18,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,6,,,B1 - B3
Ericsson,6E3OAB2L18,NFT30459/2,"Surge Protection Device, SPD -48V ",3,,,B1 - B3
Ericsson,6E3OAB2L18,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE   ,3,,,B1 - B3
Ericsson,6E2IDB2L18,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,4,,,B1 - B3
Ericsson,6E2IDB2L18,SXA1342193/1,Dummy Unit 62mm,4,,,B1 - B3
TEF,6E2IDB2L18,KRC161637/1,TRANSCEIVER/Radio 4415 B3;Radio Unit   ,2,,,B1 - B3
TEF,6E2IDB2L18,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B1 - B3
TEF,6E2IDB2L18,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,4,,,B1 - B3
Ericsson,6E2OAB2L18,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,4,,,B1 - B3
Ericsson,6E2OAB2L18,BMG980336/7,PDU 01 04; Power Distribution Unit ,1,,,B1 - B3
Ericsson,6E2OAB2L18,RPM77701/00500,CABLE WITH CONNECTOR/SIGNAL CABLE,1,,,B1 - B3
Ericsson,6E2OAB2L18,SXA1342193/1,Dummy Unit 62mm,4,,,B1 - B3
TEF,6E2OAB2L18,KRC161637/1,TRANSCEIVER/Radio 4415 B3;Radio Unit   ,2,,,B1 - B3
TEF,6E2OAB2L18,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B1 - B3
TEF,6E2OAB2L18,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,4,,,B1 - B3
Ericsson,6E2OAB2L18,NFT30459/2,"Surge Protection Device, SPD -48V ",2,,,B1 - B3
Ericsson,6E2OAB2L18,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE   ,2,,,B1 - B3
Ericsson,6E3IDB2T34,SXK1253086/1,Cable guide,1,,,B1 - B3
Ericsson,6E3IDB2T34,KDV127621/11,Baseband 6630 with fan,1,,,B1 - B3
Ericsson,6E3IDB2T34,RPM777526/02000,ET Power cable,1,,,B1 - B3
Ericsson,6E3IDB2T34,RPM777567/05000,Grounding Cable,1,,,B1 - B3
TEF,6E3IDB2T34,KRC161822/1,ERS8823 B42G,3,,,B1 - B3
TEF,6E3IDB2T34,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B1 - B3
TEF,6E3IDB2T34,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,3,,,B1 - B3
Ericsson,6E3IDB2T34,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,3,,,B1 - B3
Ericsson,6E3IDB2T34,RPM2533512/2000,"Optical fibre cable, single mode, LCD - LCD",1,,,B1 - B3
Ericsson,6E3IDB2T34,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,3,,,B1 - B3
Ericsson,6E3IDB2T34,RPM1136127/1000 ,CABLE WITH CONNECTOR/RJ45(8)-RJ45(8) 1m   ,1,,,B1 - B3
Ericsson,6E3IDB2T34,RPM77701/02000,Signal Cable,1,,,B1 - B3
Ericsson,6E3IDB2T34,RPM777417/00800,CABLE WITH CONNECTOR/IDLE,1,,,B1 - B3
Ericsson,6E3OAB2T34,SXK1253086/1,Cable guide,1,,,B1 - B3
Ericsson,6E3OAB2T34,KDV127621/11,Baseband 6630 with fan,1,,,B1 - B3
Ericsson,6E3OAB2T34,RPM777526/02000,ET Power cable,1,,,B1 - B3
Ericsson,6E3OAB2T34,RPM777567/05000,Grounding Cable,1,,,B1 - B3
TEF,6E3OAB2T34,KRC161822/1,ERS8823 B42G,3,,,B1 - B3
TEF,6E3OAB2T34,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B1 - B3
TEF,6E3OAB2T34,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,3,,,B1 - B3
Ericsson,6E3OAB2T34,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,3,,,B1 - B3
Ericsson,6E3OAB2T34,RPM2533512/2000,"Optical fibre cable, single mode, LCD - LCD",1,,,B1 - B3
Ericsson,6E3OAB2T34,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,3,,,B1 - B3
Ericsson,6E3OAB2T34,RPM1136127/1000 ,CABLE WITH CONNECTOR/RJ45(8)-RJ45(8) 1m   ,1,,,B1 - B3
Ericsson,6E3OAB2T34,RPM77701/02000,Signal Cable,1,,,B1 - B3
Ericsson,6E3OAB2T34,BML161184/1,RECTIFIER/PSU AC 03; Power Supply Unit,4,,,B1 - B3
Ericsson,6E3OAB2T34,BMG980336/7,PDU 01 04; Power Distribution Unit ,1,,,B1 - B3
Ericsson,6E3OAB2T34,RPM77701/00700,CABLE WITH CONNECTOR/SIGNAL CABLE,1,,,B1 - B3
Ericsson,6E3OAB2T34,NFT30459/2,"Surge Protection Device, SPD -48V ",3,,,B1 - B3
Ericsson,6E3OAB2T34,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE   ,3,,,B1 - B3
Ericsson,6E3OAB2T34,RPM777417/00800,CABLE WITH CONNECTOR/IDLE,1,,,B1 - B3
Ericsson,6E2OAB2T34,SXK1253086/1,Cable guide,1,,,B1 - B3
Ericsson,6E2OAB2T34,KDV127621/11,Baseband 6630 with fan,1,,,B1 - B3
Ericsson,6E2OAB2T34,RPM777526/02000,ET Power cable,1,,,B1 - B3
Ericsson,6E2OAB2T34,RPM777567/05000,Grounding Cable,1,,,B1 - B3
TEF,6E2OAB2T34,KRC161822/1,ERS8823 B42G,2,,,B1 - B3
TEF,6E2OAB2T34,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B1 - B3
TEF,6E2OAB2T34,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B1 - B3
Ericsson,6E2OAB2T34,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B1 - B3
Ericsson,6E2OAB2T34,RPM2533512/2000,"Optical fibre cable, single mode, LCD - LCD",1,,,B1 - B3
Ericsson,6E2OAB2T34,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,3,,,B1 - B3
Ericsson,6E2OAB2T34,RPM1136127/1000 ,CABLE WITH CONNECTOR/RJ45(8)-RJ45(8) 1m   ,1,,,B1 - B3
Ericsson,6E2OAB2T34,RPM77701/02000,Signal Cable,1,,,B1 - B3
Ericsson,6E2OAB2T34,BML161184/1,RECTIFIER/PSU AC 03; Power Supply Unit,4,,,B1 - B3
Ericsson,6E2OAB2T34,BMG980336/7,PDU 01 04; Power Distribution Unit ,1,,,B1 - B3
Ericsson,6E2OAB2T34,RPM77701/00700,CABLE WITH CONNECTOR/SIGNAL CABLE,1,,,B1 - B3
Ericsson,6E2OAB2T34,NFT30459/2,"Surge Protection Device, SPD -48V ",2,,,B1 - B3
Ericsson,6E2OAB2T34,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE   ,2,,,B1 - B3
Ericsson,6E2OAB2T34,RPM777417/00800,CABLE WITH CONNECTOR/IDLE,1,,,B1 - B3
Ericsson,6E3OAB2T3464M,SXK1253086/1,Cable guide,1,,,B1 - B3
Ericsson,6E3OAB2T3464M,KDV127621/11,Baseband 6630 with fan,1,,,B1 - B3
Ericsson,6E3OAB2T3464M,RPM777526/02000,ET Power cable,1,,,B1 - B3
Ericsson,6E3OAB2T3464M,RPM777567/05000,Grounding Cable,1,,,B1 - B3
TEF,6E3OAB2T3464M,KRD901124/11,AIR 6488 B42G,3,,,B1 - B3
TEF,6E3OAB2T3464M,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B1 - B3
TEF,6E3OAB2T3464M,SXK1092065/1,Air 6488 Tilt bracket,3,,,B1 - B3
TEF,6E3OAB2T3464M,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B1 - B3
Ericsson,6E3OAB2T3464M,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B1 - B3
Ericsson,6E3OAB2T3464M,RPM2533512/2000,"Optical fibre cable, single mode, LCD - LCD",1,,,B1 - B3
Ericsson,6E3OAB2T3464M,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,3,,,B1 - B3
Ericsson,6E3OAB2T3464M,RPM1136127/1000 ,CABLE WITH CONNECTOR/RJ45(8)-RJ45(8) 1m   ,1,,,B1 - B3
Ericsson,6E3OAB2T3464M,RPM77701/02000,Signal Cable,1,,,B1 - B3
Ericsson,6E3OAB2T3464M,SXK1252098/1,PDU Cassette,1,,,B1 - B3
Ericsson,6E3OAB2T3464M,BGM136106/2,"PDU 03 02, Power Distribution",1,,,B1 - B3
Ericsson,6E3OAB2T3464M,NFS89973/6,ECM 03 06; Electronic Circuit,3,,,B1 - B3
Ericsson,6E3OAB2T3464M,NFT30459/3,"Surge Protection Device, SPD -48V",3,,,B1 - B3
Ericsson,6E3OAB2T3464M,RPM1192370/01500,DC Power Cable,3,,,B1 - B3
Ericsson,6E3OAB2T3464M,RPM77701/00700,SIGNAL CABLE,1,,,B1 - B3
Ericsson,6E3OAB2T3464M,BML161184/1,RECTIFIER/PSU AC 03; Power Supply Unit,4,,,B1 - B3
Ericsson,6E3OAB2T3464M,RPM777417/00800,CABLE WITH CONNECTOR/IDLE,1,,,B1 - B3
Ericsson,6E2OAB2T3464M,SXK1253086/1,Cable guide,1,,,B1 - B3
Ericsson,6E2OAB2T3464M,KDV127621/11,Baseband 6630 with fan,1,,,B1 - B3
Ericsson,6E2OAB2T3464M,RPM777526/02000,ET Power cable,1,,,B1 - B3
